date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:33:50	4499/4499	---M--	200	added ('OK')	image/jpeg	etag:%221193-5d60002d223f9%22	https://coderthemes.com/adminto/layouts/assets/images/users/user-3.jpg	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/images/users/user-3.jpg	(from https://coderthemes.com/adminto/layouts/index.html)
17:33:50	7126/7126	---M--	200	added ('OK')	image/jpeg	etag:%221bd6-5d60002d223f9%22	https://coderthemes.com/adminto/layouts/assets/images/users/user-10.jpg	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/images/users/user-10.jpg	(from https://coderthemes.com/adminto/layouts/index.html)
17:33:52	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:%2215d9d-5d5bf40444bc9-gzip%22	https://coderthemes.com/adminto/layouts/assets/libs/jquery/jquery.min.js	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/libs/jquery/jquery.min.js	(from https://coderthemes.com/adminto/layouts/index.html)
17:33:52	78129/78129	---M-Z	200	added ('OK')	application/javascript	etag:%2213131-5d60002d26279-gzip%22	https://coderthemes.com/adminto/layouts/assets/libs/bootstrap/js/bootstrap.bundle.min.js	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/libs/bootstrap/js/bootstrap.bundle.min.js	(from https://coderthemes.com/adminto/layouts/index.html)
17:33:54	59030/59030	---M-Z	200	added ('OK')	application/javascript	etag:%22e696-5d60002d31df8-gzip%22	https://coderthemes.com/adminto/layouts/assets/libs/simplebar/simplebar.min.js	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/libs/simplebar/simplebar.min.js	(from https://coderthemes.com/adminto/layouts/index.html)
17:33:54	6329/6329	---M-Z	200	added ('OK')	application/javascript	etag:%2218b9-5d5bf40448a48-gzip%22	https://coderthemes.com/adminto/layouts/assets/libs/node-waves/waves.min.js	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/libs/node-waves/waves.min.js	(from https://coderthemes.com/adminto/layouts/index.html)
17:33:54	9028/9028	---M-Z	200	added ('OK')	application/javascript	etag:%222344-5d5bf404545c7-gzip%22	https://coderthemes.com/adminto/layouts/assets/libs/waypoints/lib/jquery.waypoints.min.js	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/libs/waypoints/lib/jquery.waypoints.min.js	(from https://coderthemes.com/adminto/layouts/index.html)
17:33:55	2182/2182	---M-Z	200	added ('OK')	application/javascript	etag:%22886-5d5bf40443c29-gzip%22	https://coderthemes.com/adminto/layouts/assets/libs/jquery.counterup/jquery.counterup.min.js	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/libs/jquery.counterup/jquery.counterup.min.js	(from https://coderthemes.com/adminto/layouts/index.html)
17:33:56	75779/75779	---M-Z	200	added ('OK')	application/javascript	etag:%2212803-5d5bf4042f40a-gzip%22	https://coderthemes.com/adminto/layouts/assets/libs/feather-icons/feather.min.js	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/libs/feather-icons/feather.min.js	(from https://coderthemes.com/adminto/layouts/index.html)
17:33:56	10804/10804	---M-Z	200	added ('OK')	application/javascript	etag:%222a34-5d5bf404380aa-gzip%22	https://coderthemes.com/adminto/layouts/assets/libs/jquery-knob/jquery.knob.min.js	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/libs/jquery-knob/jquery.knob.min.js	(from https://coderthemes.com/adminto/layouts/index.html)
17:33:57	66963/66963	---M-Z	200	added ('OK')	application/javascript	etag:%2210593-5d60002d2a0f8-gzip%22	https://coderthemes.com/adminto/layouts/assets/libs/morris.js06/morris.min.js	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/libs/morris.js06/morris.min.js	(from https://coderthemes.com/adminto/layouts/index.html)
17:33:58	93167/93167	---M-Z	200	added ('OK')	application/javascript	etag:%2216bef-5d5bf4044f7a8-gzip%22	https://coderthemes.com/adminto/layouts/assets/libs/raphael/raphael.min.js	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/libs/raphael/raphael.min.js	(from https://coderthemes.com/adminto/layouts/index.html)
17:33:58	1752/1752	---M-Z	200	added ('OK')	application/javascript	etag:%226d8-5d60002d23399-gzip%22	https://coderthemes.com/adminto/layouts/assets/js/pages/dashboard.init.js	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/js/pages/dashboard.init.js	(from https://coderthemes.com/adminto/layouts/index.html)
17:33:59	18777/18777	---M-Z	200	added ('OK')	application/javascript	etag:%224959-5d8bfda362bd9-gzip%22	https://coderthemes.com/adminto/layouts/assets/js/app.min.js	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/js/app.min.js	(from https://coderthemes.com/adminto/layouts/index.html)
17:33:59	6607/6607	---M--	200	added ('OK')	image/png	etag:%2219cf-5d5bf4041abec%22	https://coderthemes.com/adminto/layouts/assets/images/megamenu-bg.png	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/images/megamenu-bg.png	(from https://coderthemes.com/adminto/layouts/assets/css/app.min.css)
17:34:00	251/251	---M--	200	added ('OK')	image/png	etag:%22fb-5d5bf4041abec%22	https://coderthemes.com/adminto/layouts/assets/images/multiple-arrow.png	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/images/multiple-arrow.png	(from https://coderthemes.com/adminto/layouts/assets/css/app.min.css)
17:34:01	186652/186652	---M--	200	added ('OK')	image/png	etag:%222d91c-5d60002d1f519%22	https://coderthemes.com/adminto/layouts/assets/images/bg-auth3.png	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/images/bg-auth3.png	(from https://coderthemes.com/adminto/layouts/assets/css/app.min.css)
17:34:01	5344/5344	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2214e0-5d5bf4040448d%22	https://coderthemes.com/adminto/layouts/assets/fonts/dropify.eot	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/dropify.eot	(from https://coderthemes.com/adminto/layouts/assets/css/app.min.css)
17:34:01	3052/3052	---M--	200	added ('OK')	font/woff	etag:%22bec-5d5bf4040542d%22	https://coderthemes.com/adminto/layouts/assets/fonts/dropify.woff	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/dropify.woff	(from https://coderthemes.com/adminto/layouts/assets/css/app.min.css)
17:34:02	5180/5180	---M--	200	added ('OK')	font/ttf	etag:%22143c-5d5bf4040542d%22	https://coderthemes.com/adminto/layouts/assets/fonts/dropify.ttf	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/dropify.ttf	(from https://coderthemes.com/adminto/layouts/assets/css/app.min.css)
17:34:02	1969/1969	---M--	200	added ('OK')	image/svg+xml	etag:%227b1-5d5bf4040448d%22	https://coderthemes.com/adminto/layouts/assets/fonts/dropify.svg	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/dropify.svg	(from https://coderthemes.com/adminto/layouts/assets/css/app.min.css)
17:34:03	250/250	---M--	200	added ('OK')	image/png	etag:%22fa-5d5bf40417d0c%22	https://coderthemes.com/adminto/layouts/assets/images/clear.png	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/images/clear.png	(from https://coderthemes.com/adminto/layouts/assets/css/app.min.css)
17:34:03	1720/1720	---M--	200	added ('OK')	image/gif	etag:%226b8-5d5bf4041abec%22	https://coderthemes.com/adminto/layouts/assets/images/loading.gif	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/images/loading.gif	(from https://coderthemes.com/adminto/layouts/assets/css/app.min.css)
17:34:03	2039/2039	---M--	200	added ('OK')	image/png	etag:%227f7-5d5bf4041abec%22	https://coderthemes.com/adminto/layouts/assets/images/jstree.png	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/images/jstree.png	(from https://coderthemes.com/adminto/layouts/assets/css/app.min.css)
17:34:04	40522/40522	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229e4a-5d5bf4040448d%22	https://coderthemes.com/adminto/layouts/assets/fonts/dripicons-v2.eot	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/dripicons-v2.eot	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:05	40522/40522	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229e4a-5d5bf4040448d%22	https://coderthemes.com/adminto/layouts/assets/fonts/dripicons-v2.eot?	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/dripicons-v2d41d.eot	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:06	26004/26004	---M--	200	added ('OK')	font/woff	etag:%226594-5d5bf4040448d%22	https://coderthemes.com/adminto/layouts/assets/fonts/dripicons-v2.woff	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/dripicons-v2.woff	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:06	40348/40348	---M--	200	added ('OK')	font/ttf	etag:%229d9c-5d5bf4040448d%22	https://coderthemes.com/adminto/layouts/assets/fonts/dripicons-v2.ttf	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/dripicons-v2.ttf	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:08	99368/99368	---M--	200	added ('OK')	image/svg+xml	etag:%2218428-5d5bf4040448d%22	https://coderthemes.com/adminto/layouts/assets/fonts/dripicons-v2.svg	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/dripicons-v2.svg	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:11	325244/325244	---M--	200	added ('OK')	font/woff2	etag:%224f67c-5d5bf4040f06d%22	https://coderthemes.com/adminto/layouts/assets/fonts/materialdesignicons-webfont.woff2?v=5.9.55	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/materialdesignicons-webfont3e71.woff2	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:11	1026396/1026396	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22fa95c-5d5bf4040a24d%22	https://coderthemes.com/adminto/layouts/assets/fonts/materialdesignicons-webfont.eot?	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/materialdesignicons-webfontd41d.eot	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:14	1026396/1026396	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22fa95c-5d5bf4040a24d%22	https://coderthemes.com/adminto/layouts/assets/fonts/materialdesignicons-webfont.eot?v=5.9.55	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/materialdesignicons-webfont3e71.eot	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:14	62084/62084	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22f284-5d5bf404063cd%22	https://coderthemes.com/adminto/layouts/assets/fonts/feather.eot?t=1525787366991	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/feathere8ab.eot	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:14	1026176/1026176	---M--	200	added ('OK')	font/ttf	etag:%22fa880-5d5bf4040c18d%22	https://coderthemes.com/adminto/layouts/assets/fonts/materialdesignicons-webfont.ttf?v=5.9.55	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/materialdesignicons-webfont3e71.ttf	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:15	29500/29500	---M--	200	added ('OK')	font/woff	etag:%22733c-5d5bf4040736d%22	https://coderthemes.com/adminto/layouts/assets/fonts/feather.woff?t=1525787366991	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/feathere8ab.woff	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:15	61920/61920	---M--	200	added ('OK')	font/ttf	etag:%22f1e0-5d5bf404063cd%22	https://coderthemes.com/adminto/layouts/assets/fonts/feather.ttf?t=1525787366991	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/feathere8ab.ttf	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:17	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221339c-5d5bf40413e8c%22	https://coderthemes.com/adminto/layouts/assets/fonts/themify.eot?-fvbane	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/themify9f24.eot	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:17	465188/465188	---M--	200	added ('OK')	font/woff	etag:%2271924-5d5bf4040e0cd%22	https://coderthemes.com/adminto/layouts/assets/fonts/materialdesignicons-webfont.woff?v=5.9.55	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/materialdesignicons-webfont3e71.woff	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:17	213926/213926	---M--	200	added ('OK')	image/svg+xml	etag:%22343a6-5d5bf404063cd%22	https://coderthemes.com/adminto/layouts/assets/fonts/feather.svg?t=1525787366991	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/feathere8ab.svg	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:19	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221339c-5d5bf40413e8c%22	https://coderthemes.com/adminto/layouts/assets/fonts/themify.eot?	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/themifyd41d.eot	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:19	56108/56108	---M--	200	added ('OK')	font/woff	etag:%22db2c-5d5bf40414e2c%22	https://coderthemes.com/adminto/layouts/assets/fonts/themify.woff?-fvbane	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/themify9f24.woff	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:20	78584/78584	---M--	200	added ('OK')	font/ttf	etag:%22132f8-5d5bf40414e2c%22	https://coderthemes.com/adminto/layouts/assets/fonts/themify.ttf?-fvbane	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/themify9f24.ttf	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:20	133034/133034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22207aa-5d5bf4040542d%22	https://coderthemes.com/adminto/layouts/assets/fonts/fa-brands-400.eot	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/fa-brands-400.eot	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:21	234269/234269	---M--	200	added ('OK')	image/svg+xml	etag:%223931d-5d5bf40414e2c%22	https://coderthemes.com/adminto/layouts/assets/fonts/themify.svg?-fvbane	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/themify9f24.svg	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:21	133034/133034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22207aa-5d5bf4040542d%22	https://coderthemes.com/adminto/layouts/assets/fonts/fa-brands-400.eot?	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/fa-brands-400d41d.eot	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:22	76612/76612	---M--	200	added ('OK')	font/woff2	etag:%2212b44-5d5bf4040542d%22	https://coderthemes.com/adminto/layouts/assets/fonts/fa-brands-400.woff2	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/fa-brands-400.woff2	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:23	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228656-5d5bf4040542d%22	https://coderthemes.com/adminto/layouts/assets/fonts/fa-regular-400.eot	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/fa-regular-400.eot	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:23	132728/132728	---M--	200	added ('OK')	font/ttf	etag:%2220678-5d5bf4040542d%22	https://coderthemes.com/adminto/layouts/assets/fonts/fa-brands-400.ttf	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/fa-brands-400.ttf	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:23	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228656-5d5bf4040542d%22	https://coderthemes.com/adminto/layouts/assets/fonts/fa-regular-400.eot?	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/fa-regular-400d41d.eot	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:23	89824/89824	---M--	200	added ('OK')	font/woff	etag:%2215ee0-5d5bf4040542d%22	https://coderthemes.com/adminto/layouts/assets/fonts/fa-brands-400.woff	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/fa-brands-400.woff	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:23	13584/13584	---M--	200	added ('OK')	font/woff2	etag:%223510-5d5bf4040542d%22	https://coderthemes.com/adminto/layouts/assets/fonts/fa-regular-400.woff2	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/fa-regular-400.woff2	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:24	16800/16800	---M--	200	added ('OK')	font/woff	etag:%2241a0-5d5bf4040542d%22	https://coderthemes.com/adminto/layouts/assets/fonts/fa-regular-400.woff	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/fa-regular-400.woff	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:24	34092/34092	---M--	200	added ('OK')	font/ttf	etag:%22852c-5d5bf4040542d%22	https://coderthemes.com/adminto/layouts/assets/fonts/fa-regular-400.ttf	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/fa-regular-400.ttf	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:25	715890/715890	---M--	200	added ('OK')	image/svg+xml	etag:%22aec72-5d5bf4040542d%22	https://coderthemes.com/adminto/layouts/assets/fonts/fa-brands-400.svg	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/fa-brands-400.svg	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:25	144322/144322	---M--	200	added ('OK')	image/svg+xml	etag:%22233c2-5d5bf4040542d%22	https://coderthemes.com/adminto/layouts/assets/fonts/fa-regular-400.svg	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/fa-regular-400.svg	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:26	202902/202902	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231896-5d5bf4040542d%22	https://coderthemes.com/adminto/layouts/assets/fonts/fa-solid-900.eot	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/fa-solid-900.eot	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:27	103300/103300	---M--	200	added ('OK')	font/woff	etag:%2219384-5d5bf404063cd%22	https://coderthemes.com/adminto/layouts/assets/fonts/fa-solid-900.woff	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/fa-solid-900.woff	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:27	202902/202902	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231896-5d5bf4040542d%22	https://coderthemes.com/adminto/layouts/assets/fonts/fa-solid-900.eot?	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/fa-solid-900d41d.eot	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:27	53572/53572	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22d144-5d5bf40410fad%22	https://coderthemes.com/adminto/layouts/assets/fonts/simple-Line-Icons.eot?-i3a2kk	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/simple-Line-Icons4c82.eot	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:27	79444/79444	---M--	200	added ('OK')	font/woff2	etag:%2213654-5d5bf404063cd%22	https://coderthemes.com/adminto/layouts/assets/fonts/fa-solid-900.woff2	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/fa-solid-900.woff2	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:28	202616/202616	---M--	200	added ('OK')	font/ttf	etag:%2231778-5d5bf404063cd%22	https://coderthemes.com/adminto/layouts/assets/fonts/fa-solid-900.ttf	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/fa-solid-900.ttf	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:29	53572/53572	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22d144-5d5bf40410fad%22	https://coderthemes.com/adminto/layouts/assets/fonts/simple-Line-Icons.eot?	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/simple-Line-Iconsd41d.eot	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:29	53368/53368	---M--	200	added ('OK')	font/ttf	etag:%22d078-5d5bf40411f4c%22	https://coderthemes.com/adminto/layouts/assets/fonts/simple-Line-Icons.ttf?-i3a2kk	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/simple-Line-Icons4c82.ttf	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:29	26384/26384	---M--	200	added ('OK')	font/woff2	etag:%226710-5d5bf40413e8c%22	https://coderthemes.com/adminto/layouts/assets/fonts/simple-Line-Icons.woff2?-i3a2kk	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/simple-Line-Icons4c82.woff2	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:30	53444/53444	---M--	200	added ('OK')	font/woff	etag:%22d0c4-5d5bf40412eec%22	https://coderthemes.com/adminto/layouts/assets/fonts/simple-Line-Icons.woff?-i3a2kk	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/simple-Line-Icons4c82.woff	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:31	99774/99774	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22185be-5d5bf40416d6c%22	https://coderthemes.com/adminto/layouts/assets/fonts/weathericons-regular-webfont.eot	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/weathericons-regular-webfont.eot	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:31	197492/197492	---M--	200	added ('OK')	image/svg+xml	etag:%2230374-5d5bf40410fad%22	https://coderthemes.com/adminto/layouts/assets/fonts/simple-Line-Icons.svg?-i3a2kk	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/simple-Line-Icons4c82.svg	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:31	99774/99774	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22185be-5d5bf40416d6c%22	https://coderthemes.com/adminto/layouts/assets/fonts/weathericons-regular-webfont.eot?	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/weathericons-regular-webfontd41d.eot	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:31	44720/44720	---M--	200	added ('OK')	font/woff2	etag:%22aeb0-5d5bf40417d0c%22	https://coderthemes.com/adminto/layouts/assets/fonts/weathericons-regular-webfont.woff2	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/weathericons-regular-webfont.woff2	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:32	56468/56468	---M--	200	added ('OK')	font/woff	etag:%22dc94-5d5bf40417d0c%22	https://coderthemes.com/adminto/layouts/assets/fonts/weathericons-regular-webfont.woff	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/weathericons-regular-webfont.woff	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:32	897426/897426	---M--	200	added ('OK')	image/svg+xml	etag:%22db192-5d5bf404063cd%22	https://coderthemes.com/adminto/layouts/assets/fonts/fa-solid-900.svg	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/fa-solid-900.svg	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:33	99564/99564	---M--	200	added ('OK')	font/ttf	etag:%22184ec-5d5bf40417d0c%22	https://coderthemes.com/adminto/layouts/assets/fonts/weathericons-regular-webfont.ttf	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/weathericons-regular-webfont.ttf	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:33	184969/184969	---M--	200	added ('OK')	image/svg+xml	etag:%222d289-5d5bf40416d6c%22	https://coderthemes.com/adminto/layouts/assets/fonts/weathericons-regular-webfont.svg	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/fonts/weathericons-regular-webfont.svg	(from https://coderthemes.com/adminto/layouts/assets/css/icons.min.css)
17:34:34	172349/172349	---M--	200	added ('OK')	image/jpeg	etag:%222a13d-5d60002d223f9%22	https://coderthemes.com/adminto/layouts/assets/images/users/profile.jpg	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/images/users/profile.jpg	(from https://coderthemes.com/adminto/layouts/contacts-profile.html)
17:34:34	35676/35676	---M--	200	added ('OK')	image/jpeg	etag:%228b5c-5d60002d21459%22	https://coderthemes.com/adminto/layouts/assets/images/small/img-1.jpg	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/images/small/img-1.jpg	(from https://coderthemes.com/adminto/layouts/contacts-profile.html)
17:34:35	34789/34789	---M--	200	added ('OK')	image/jpeg	etag:%2287e5-5d60002d21459%22	https://coderthemes.com/adminto/layouts/assets/images/small/img-3.jpg	C:/Users/kittie/OneDrive/Desktop/back/coderthemes.com/adminto/layouts/assets/images/small/img-3.jpg	(from https://coderthemes.com/adminto/layouts/contacts-profile.html)
